BuildingType,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus
Multifamily LR (1-4),47.61497,-122.32108,2006,4,0,74202,74202,0,Multifamily Housing,99,30.2,29.7,1713933,1687331,70.8,69.5,364099,1242305,4450,445026,0,27,0.4,Account Requires Verification
NonResidential,47.59666,-122.32768,2000,11,0,268130,268130,0,Office,84,52.9,52.9,14176887,14176887,148,148,4153417,14171459,54,5428,0,38.1,0.1,Compliant
NonResidential,47.59706,-122.32813,2000,11,0,68452,68452,0,Office,62,68,68,4658154,4658154,190.5,190.5,1365227,4658155,0,0,0,12.4,0.2,Compliant
NonResidential,47.59634,-122.32807,2000,11,0,273185,273185,0,Office,70,48.9,48.9,13774194,13774194,137,137,4036985,13774193,0,0,0,36.8,0.1,Compliant
NonResidential,47.66368,-122.27324,1924,3,0,97500,97500,0,K-12 School,87,41.7,39.1,4062464,3817077,63,59.9,306539,1045910,27712,2771167,0,150,1.5,Compliant
NonResidential,47.62495,-122.36036,1982,5,1,54015,54015,0,Office,67,57.5,57.5,3166669,3166669,160.9,160.9,928098,3166669,0,0,0,8.5,0.2,Compliant
Multifamily LR (1-4),47.5596,-122.38459,1987,3,0,79052,55052,24000,Multifamily Housing,92,25.7,25,2031438,1979622,72,70.1,580194,1979622,0,0,0,5.3,0.1,Compliant
Multifamily MR (5-9),47.62377,-122.3212,2009,6,0,436301,286644,149657,Multifamily Housing,91,34.3,33.3,7693327,7471536,81.9,80.1,1697002,5790171,16814,1681367,0,104.8,0.4,Compliant
Multifamily LR (1-4),47.61392,-122.31718,2007,3,0,32881,32881,0,Multifamily Housing,18,105.9,105.1,3639669,3609724,186.5,184.1,424587,1448689,21610,2161035,0,118.6,3.6,Account Requires Verification
Multifamily MR (5-9),47.65463,-122.34204,2012,6,0,198233,136651,61582,Multifamily Housing,94,41.6,41.2,6161490,6109147,84.9,84.5,1021286,3484628,26245,2624519,0,148.7,1.1,Compliant
Multifamily HR (10+),47.61725,-122.34844,2011,17,0,176043,141084,34959,Multifamily Housing,94,35.7,35,6213120,6089443,74.4,73.5,1071555,3656146,24333,2433299,0,139,1,Compliant
Multifamily MR (5-9),47.58012,-122.38548,2011,5,0,63597,54950,8647,Multifamily Housing,87,33.6,33,2186656,2151360,70.7,69.7,381440,1301474,8499,849886,0,48.6,0.9,Compliant
NonResidential,47.60805,-122.33978,1985,13,0,50147,50147,0,Other - Restaurant/Bar,,203,204,10698460,10750250,420.3,423.1,1743080,5947389,8802,880207,3922654,271.2,5.4,Compliant
Multifamily MR (5-9),47.61103,-122.33238,1925,5,0,37804,37804,0,Multifamily Housing,46,83.9,80.5,3170104,3042204,111.8,108,148872,507952,25343,2534252,0,136,3.6,Compliant
Multifamily LR (1-4),47.66709,-122.30149,2008,4,0,257248,177741,79507,Mixed Use Property,83,40.4,40,9666950,9589824,100.8,100.3,2335555,7968914,16209,1620909,0,107.4,0.6,Compliant
NonResidential,47.61706,-122.35141,1982,24,1,119701,119701,0,Office,68,65.7,65.7,7860672,7860672,183.9,183.9,2303831,7860671,0,0,0,21,0.2,Compliant
Nonresidential COS,47.71986,-122.29809,1965,1,0,24697,24697,0,Library,,64.9,62.6,1298388,1252099,125.4,123,192199,655782,5963,596317,0,33.4,1.4,Compliant
NonResidential,47.59737,-122.30167,2013,1,1,61050,61050,0,College/University,,64.3,63.1,3924444,3853194,130.1,128.9,640074,2183933,16693,1669261,0,94.5,1.5,Compliant
NonResidential,47.61808,-122.32175,2006,5,1,84300,84300,0,College/University,,129.8,127,10939839,10702634,213.6,210.6,1091823,3725300,69773,6977335,0,380.5,4.5,Compliant
NonResidential,47.66111,-122.37543,2016,2,1,23342,23342,0,College/University,,86.8,85.3,2291504,2251162,199.2,197.5,477560,1629436,6217,621726,0,37.4,1.6,Compliant
Multifamily MR (5-9),47.61896,-122.33078,2000,6,0,79684,79684,0,Multifamily Housing,92,38.4,37.2,3077993,2987278,88.1,86.1,631810,2155736,8315,831542,0,49.9,0.6,Compliant
Multifamily LR (1-4),47.64886,-122.35862,2004,4,0,22625,22625,0,Multifamily Housing,88,47.9,46.2,1082858,1045773,93.6,90.7,159596,544541,5012,501232,0,28.1,1.2,Compliant
NonResidential,47.6087,-122.33884,1991,3,0,103000,103000,0,Retail Store,43,83.1,81.6,7981176,7839378,213.2,211.7,2025345,6910477,9289,928900,0,67.8,0.7,Compliant
NonResidential,47.56137,-122.38524,2008,1,0,37864,37864,0,Supermarket/Grocery Store,73,206.8,205.4,7828850,7776141,458.1,458.5,1540045,5254634,25215,2521507,0,147.9,3.9,Compliant
NonResidential,47.62473,-122.34727,2006,4,0,34010,34010,0,Retail Store,,42.6,42.6,3020838,3020838,119.2,119.2,885357,3020838,0,0,0,8.1,0.2,Account Requires Verification
NonResidential,47.62473,-122.34727,2006,4,0,45980,45980,0,Supermarket/Grocery Store,83,180.8,177.8,8314336,8176406,375.4,372.3,1428970,4875646,33008,3300761,0,188.3,4.1,Compliant
Multifamily MR (5-9),47.65201,-122.3891,1970,5,0,34728,34728,0,Multifamily Housing,47,31.3,30.6,1087857,1061780,87.7,85.6,311190,1061780,0,0,0,2.8,0.1,Compliant
Multifamily MR (5-9),47.652,-122.38949,1970,5,0,34480,34480,0,Multifamily Housing,68,25.8,25,888224,861687,72.1,70,252546,861687,0,0,0,2.3,0.1,Compliant
NonResidential,47.61318,-122.32122,1996,3,0,45243,45243,0,Retail Store,37,123.8,124.7,5600078,5643224,265.1,267.8,1036737,3537347,21059,2105878,0,121.3,2.7,Compliant
Multifamily LR (1-4),47.72664,-122.34823,1984,4,0,56800,56800,0,Multifamily Housing,81,34.2,33.8,1940903,1920482,75.6,74.9,374960,1279364,6411,641118,0,37.5,0.7,Compliant
NonResidential,47.61674,-122.30207,1991,1,0,45000,45000,0,Fitness Center/Health Club/Gym,,157.9,153.1,4156410,4030189,234.2,229.2,301489,1028681,30015,3001508,0,162.2,3.6,Compliant
NonResidential,47.59544,-122.33159,1999,6,1,872409,333698,538711,Parking,,43.9,41.8,14660692,13961920,90.1,86.8,2393031,8165022,57969,5796897,0,329.7,1,Compliant
NonResidential,47.55066,-122.31787,1904,4,1,72859,72859,0,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
SPS-District K-12,47.52374,-122.27201,2009,2,0,138705,138705,0,K-12 School,80,34.1,33.1,4724632,4596182,71,70,817719,2790058,18061,1806123,0,103.4,0.7,Compliant
Multifamily LR (1-4),47.55304,-122.3633,2002,3,0,20000,20000,0,Multifamily Housing,,23.7,23.3,562994,553886,66.4,65.3,162335,553886,0,0,0,1.5,0.1,Compliant
Multifamily HR (10+),47.61022,-122.324,2012,17,0,236148,193868,42280,Multifamily Housing,80,48.8,47.8,9468142,9272716,99.6,98.2,1557719,5314937,39578,3957779,0,224.4,1.2,Compliant
NonResidential,47.5823,-122.32937,2004,3,0,21947,21947,0,Mixed Use Property,,61.1,59.5,1642791,1600681,128.1,127,290684,991814,6089,608867,0,35,1.6,Compliant
NonResidential,47.68454,-122.26235,1940,1,1,384772,384772,0,Mixed Use Property,61,35,34,14465832,14051551,75.1,74,2657721,9068144,49834,4983407,0,288.9,0.8,Compliant
NonResidential,47.6824,-122.26223,1960,0,0,30287,30287,0,Medical Office,28,83.8,82.8,2350336,2322492,210.9,209.9,577647,1970932,3516,351560,0,23.9,0.8,Compliant
NonResidential,47.68254,-122.26299,1960,0,0,21931,21931,0,Office,27,129.6,123.1,4128009,3921394,203.5,196.6,359169,1225485,26959,2695910,0,146.5,6.7,Compliant
NonResidential,47.60148,-122.33379,1985,6,0,73102,73102,0,Office,65,57.3,56.9,4294442,4263240,160.4,159.2,1249484,4263239,0,0,0,11.4,0.2,Compliant
NonResidential,47.62256,-122.3215,1916,2,0,140823,81422,59401,Mixed Use Property,,20,20,2799094,2799094,53.5,53.5,763045,2603510,1956,195584,0,17.3,0.2,Compliant
Multifamily LR (1-4),47.65322,-122.39202,1968,4,0,24386,24386,0,Multifamily Housing,77,25,25,610594,610594,70.1,70.1,178955,610594,0,0,0,1.6,0.1,Compliant
Nonresidential COS,47.57918,-122.32075,1966,1,0,90072,90072,0,Mixed Use Property,,102.6,98.5,9240540,8869138,186.6,182.3,1190475,4061901,48072,4807238,0,266.2,3,Compliant
Multifamily LR (1-4),47.58814,-122.31816,1968,4,0,35796,35796,0,Multifamily Housing,66,31.6,30.7,1094659,1062625,88.5,85.9,311438,1062625,0,0,0,2.8,0.1,Compliant
Multifamily LR (1-4),47.72883,-122.34862,1990,4,0,43228,43228,0,Multifamily Housing,100,21.1,21,910638,908118,59,58.8,266154,908118,0,0,0,2.4,0.1,Account Requires Verification
Multifamily LR (1-4),47.72883,-122.34862,1990,4,0,35560,35560,0,Multifamily Housing,100,16.1,16,574353,569822,45.1,44.8,167005,569821,0,0,0,1.5,0,Account Requires Verification
Multifamily MR (5-9),47.61958,-122.35378,2011,7,0,36179,28624,7555,Multifamily Housing,65,52.1,51.3,1476180,1453379,112.5,110.7,269083,918110,5353,535269,0,30.9,1.1,Compliant
NonResidential,47.65442,-122.30987,2011,5,1,90374,90374,0,College/University,,119,120.4,10745152,10869931,333.2,337.1,3185795,10869933,0,0,0,29,0.3,Compliant
NonResidential,47.71864,-122.312,2011,1,1,51400,51400,0,Supermarket/Grocery Store,74,228.2,225,11830495,11666033,474.7,471.4,2041288,6964875,47012,4701160,0,268.3,5.2,Compliant
Multifamily MR (5-9),47.6212,-122.36016,2011,6,0,290520,290520,0,Multifamily Housing,91,33.1,32.6,6727760,6625310,67.5,66.7,1106357,3774890,28504,2850421,0,161.5,0.6,Compliant
Multifamily MR (5-9),,,2010,6,0,184980,184980,0,Multifamily Housing,76,53.6,53.2,7027786,6981806,116.3,115.9,1317586,4495603,24862,2486204,0,144,0.8,Compliant
NonResidential,47.64779,-122.33352,1993,1,0,26263,26263,0,Office,42,78.7,78.7,2068022,2068022,220.5,220.5,606103,2068022,0,0,0,5.5,0.2,Compliant
Multifamily LR (1-4),47.56185,-122.29363,2010,4,0,88449,88449,0,Multifamily Housing,,39.7,39.1,3507466,3455150,104.6,102.9,917362,3130039,3251,325111,0,25.6,0.3,Compliant
Multifamily LR (1-4),47.67857,-122.26172,2011,3,0,31930,31930,0,Multifamily Housing,79,30.8,30.2,983972,965102,86.3,84.6,282855,965102,0,0,0,2.6,0.1,Compliant
Multifamily LR (1-4),47.72033,-122.29213,2011,4,0,138121,138121,0,Multifamily Housing,,33.4,32.4,4617655,4471138,63.4,62.3,654281,2232405,22387,2238733,0,124.9,0.9,Compliant
Multifamily MR (5-9),47.66368,-122.31554,2011,6,0,39636,39636,0,Multifamily Housing,56,42.7,42.1,1748973,1724985,119.3,117.7,504650,1721864,31,3121,0,4.8,0.1,Compliant
Multifamily LR (1-4),47.6779,-122.26166,2011,3,0,29646,29646,0,Multifamily Housing,88,27.1,26.4,804951,785947,75.8,74,230348,785947,0,0,0,2.1,0.1,Compliant
Multifamily LR (1-4),47.6197,-122.32253,1927,3,0,29656,29656,0,Multifamily Housing,92,28.7,27.8,849781,824953,61.4,59.4,149890,511426,3135,313527,0,18,0.6,Compliant
Multifamily MR (5-9),47.59801,-122.32544,1927,5,1,39493,30993,8500,Multifamily Housing,,133.7,133.7,4374034,4374034,216.1,216.1,414866,1415522,29585,2958511,0,160.9,5.2,Compliant
Nonresidential COS,47.54277,-122.31626,1906,2,0,39212,39212,0,Other,,33,31,1294809,1215996,92.5,86.8,356388,1215996,0,0,0,3.2,0.1,Compliant
Multifamily MR (5-9),47.60786,-122.31586,2011,5,0,140254,120430,19824,Multifamily Housing,94,39.5,39.1,4859226,4812741,90.5,90.1,1011632,3451688,13611,1361053,0,81.5,0.7,Compliant
Multifamily LR (1-4),47.67928,-122.26177,1947,3,0,38264,38264,0,Multifamily Housing,57,47.4,45.6,1813197,1746132,82.2,80.1,206273,703802,10423,1042330,0,57.2,1.5,Compliant
Nonresidential COS,47.60668,-122.30242,1968,1,0,21400,21400,0,Other - Recreation,,247.7,241.3,5136656,5005382,458.1,451.4,687834,2346891,26585,2658492,0,147.5,6.9,Compliant
NonResidential,47.60427,-122.32311,2000,8,0,181930,181930,0,Laboratory,,326.6,321.8,54318224,53529232,592.3,589.5,6176217,21073252,0,0,32455980,1781.6,9.8,Compliant
Multifamily MR (5-9),47.61338,-122.31593,2012,6,0,102696,75025,27671,Multifamily Housing,100,25.8,25.8,2645371,2645371,60.8,60.8,580862,1981903,6635,663468,0,40.5,0.5,Account Requires Verification
NonResidential,47.5735,-122.32239,2005,4,0,162157,162157,0,Office,,220.7,217.7,35618652,35140424,528.7,525.5,8028341,27392699,77477,7747726,0,484.6,3,Compliant
Multifamily MR (5-9),47.60642,-122.31637,2012,6,0,57495,47022,10473,Multifamily Housing,96,30.4,30.4,1511836,1511836,68.4,68.4,303913,1036952,4749,474884,0,28,0.6,Compliant
NonResidential,47.6239,-122.35756,2003,4,0,33997,33997,0,Supermarket/Grocery Store,22,260.8,260.8,8865692,8865692,697.7,697.7,2413433,8234633,6311,631060,0,55.5,1.6,Compliant
Multifamily MR (5-9),47.73192,-122.34747,2010,6,0,375502,238441,137061,Multifamily Housing,,27.5,27.3,9882315,9802465,75.9,75.3,2807743,9580019,2224,222445,0,37.4,0.2,Compliant
NonResidential,47.62037,-122.33627,2012,11,0,526423,335992,190431,Office,96,39.1,39,15946512,15908504,102.5,102.4,4192182,14303725,16048,1604779,0,123.4,0.4,Compliant
NonResidential,47.60121,-122.33518,1902,6,0,74211,74211,0,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily MR (5-9),47.61687,-122.30796,2012,6,0,174654,129219,45435,Multifamily Housing,96,28.5,28.2,3687082,3649240,76.9,76.1,1005501,3430769,2185,218469,0,20.8,0.2,Compliant
NonResidential,47.51098,-122.27817,1988,2,8,293707,293707,0,Self-Storage Facility,,4.9,4.8,1431870,1408487,13.1,13,391145,1334587,739,73900,0,7.5,0,Compliant
SPS-District K-12,47.64342,-122.3997,1952,1,0,116101,116101,0,K-12 School,65,49.3,46.3,5687870,5347572,67.6,64.5,305932,1043841,43037,4303731,0,231.4,2,Compliant
Multifamily MR (5-9),47.66838,-122.37199,2012,6,0,177528,128621,48907,Multifamily Housing,99,35.5,34.9,4487160,4412260,74.9,73.9,788906,2691749,17205,1720511,0,98.6,0.8,Compliant
Campus,47.68212,-122.2633,1929,0,7,564258,564258,0,Other - Recreation,,37.9,36.1,21386126,20363936,69.8,67.5,2794040,9533264,108307,10830670,0,600.7,1.1,Compliant
Multifamily MR (5-9),47.61543,-122.32474,2011,6,0,153767,104664,49103,Multifamily Housing,,28.1,27.5,4317742,4228638,61.9,60.8,823291,2809068,14196,1419571,0,82.9,0.8,Compliant
Multifamily MR (5-9),47.62277,-122.35639,2012,6,0,43762,32250,11512,Multifamily Housing,77,27.6,27.2,636325,625934,77.4,76.1,183451,625934,0,0,0,1.7,0.1,Compliant
NonResidential,47.71286,-122.33635,2012,2,0,53575,53575,0,Urgent Care/Clinic/Other Outpatient,,514.6,514.4,27569820,27556520,1190.2,1193.6,5864017,20008026,75485,7548495,0,454.3,8.5,Compliant
Multifamily MR (5-9),,,2012,7,0,224577,104562,120015,Multifamily Housing,97,32.9,32.9,8855746,8855746,69,69,1556577,5311041,35447,3544707,0,202.4,1.9,Compliant
NonResidential,47.58995,-122.33472,2012,6,0,157345,112262,45083,Office,59,74.3,74.1,11690891,11653490,202,201.8,3267675,11149307,5042,504183,0,56.5,0.5,Compliant
Multifamily MR (5-9),47.60571,-122.32046,2012,6,0,133706,94933,38773,Multifamily Housing,99,35.7,35.2,3583865,3538188,66.8,66.2,491156,1675823,18624,1862365,0,103.4,1.1,Compliant
NonResidential,47.65642,-122.31475,2012,5,0,136758,136758,0,Residence Hall/Dormitory,89,34.7,33.6,7181432,6961732,65.3,63.7,985930,3363992,35977,3597740,0,200.1,1.5,Compliant
NonResidential,47.65599,-122.31385,2012,7,0,192259,192259,0,Residence Hall/Dormitory,74,47.8,46.5,9321512,9073588,107.2,104.8,1828149,6237644,28359,2835944,0,167.3,0.9,Compliant
Multifamily LR (1-4),47.56337,-122.29446,2012,4,1,43210,34589,8621,Multifamily Housing,74,39.8,39,1721583,1683507,86.2,84.3,314297,1072382,6111,611125,0,35.3,1,Compliant
Multifamily LR (1-4),47.63662,-122.35738,2012,4,1,74964,74964,0,Multifamily Housing,81,43.9,43.8,1898095,1890151,105.6,105.4,430283,1468127,4220,422024,0,26.3,0.4,Not Compliant
Multifamily LR (1-4),47.63683,-122.38658,2012,3,2,21753,11111,10642,Multifamily Housing,,41.8,40,874131,836620,101.6,97.9,195476,666965,1697,169655,0,10.8,1,Compliant
Multifamily MR (5-9),47.56189,-122.37706,2012,5,0,59205,59205,0,Multifamily Housing,66,46.8,52.6,2408872,2706144,86.3,103.7,417414,1424217,12819,1281928,0,71.9,1.2,Compliant
NonResidential,47.60989,-122.32659,2012,7,1,267470,267470,0,Hospital (General Medical & Surgical),63,148.1,147.2,39920944,39676896,319.3,319.2,7029657,23985190,0,0,15691709,898.2,3.4,Compliant
Multifamily HR (10+),47.61531,-122.34041,2012,24,1,676169,555112,121057,Multifamily Housing,64,50.3,49.7,24273562,23952628,116.3,115.1,5080118,17333363,66193,6619265,0,397.8,0.7,Compliant
Multifamily MR (5-9),47.626,-122.34278,2012,7,1,119219,90995,28224,Multifamily Housing,100,30.1,29.5,2735053,2685289,58.4,57.8,409369,1396768,12885,1288521,0,72.2,0.8,Account Requires Verification
Multifamily MR (5-9),47.62736,-122.34264,2012,7,1,334785,259104,75681,Multifamily Housing,98,36.9,36.2,9569982,9384580,70.3,69.6,1367799,4666930,47176,4717648,0,263,1,Compliant
Multifamily MR (5-9),47.66761,-122.31272,2012,7,1,74421,60084,14337,Multifamily Housing,50,59.4,58.8,3566617,3534723,121.9,121.1,596792,2036253,14985,1498470,0,85,1.4,Compliant
NonResidential,47.66201,-122.28386,2013,8,1,330000,330000,0,Hospital (General Medical & Surgical),78,200.1,199.2,64596256,64329740,383.4,383.8,9440163,32209836,321199,32119903,0,1791.9,5.4,Compliant
Multifamily HR (10+),47.60336,-122.33615,2013,16,1,194228,120836,73392,Multifamily Housing,43,58.4,58.3,8597676,8579367,146.6,146.5,2100097,7165531,14138,1413835,0,94.2,0.8,Compliant
Multifamily LR (1-4),47.65082,-122.34348,2012,4,1,31962,31962,0,Multifamily Housing,78,33.8,33.4,1049672,1037191,94.7,93.5,303983,1037191,0,0,0,2.8,0.1,Compliant
Multifamily LR (1-4),47.70539,-122.34508,2012,4,1,54771,50466,4305,Multifamily Housing,48,73.1,73.1,3845622,3845622,115.5,115.5,341268,1164408,26812,2681214,0,145.5,2.9,Compliant
Multifamily LR (1-4),47.55238,-122.36266,2013,4,1,27950,22620,5330,Multifamily Housing,34,89.4,86.8,2499155,2425050,161.7,158.9,317428,1083065,13420,1341985,0,74.2,3.3,Compliant
NonResidential,47.62503,-122.35642,1918,3,1,43832,30794,13038,Retail Store,70,84.3,83.9,3553032,3536746,135.8,136.6,342399,1168266,23685,2368481,0,128.9,4.2,Compliant
NonResidential,47.5596,-122.38459,1987,6,1,229383,131553,97830,Mixed Use Property,,82,81.3,12039792,11941943,160.8,160.6,1848073,6305625,56363,5636317,0,316.2,2.4,Compliant
Multifamily MR (5-9),47.62023,-122.33227,2013,6,1,41502,41502,0,Multifamily Housing,,51.2,49.6,2213187,2142048,92.2,90.4,277390,946455,11956,1195593,0,66,1.6,Compliant
Multifamily MR (5-9),47.61449,-122.3287,2013,7,1,88974,85772,3202,Multifamily Housing,,33.2,32.9,2978117,2956102,72.1,71.5,554898,1893312,10628,1062790,0,61.5,0.7,Compliant
Multifamily MR (5-9),47.73074,-122.34723,2012,7,1,157070,120000,37070,Multifamily Housing,100,33.7,33.4,4038570,4010412,73.1,72.9,759510,2591446,14190,1418965,0,82.3,0.7,Compliant
Multifamily LR (1-4),47.62574,-122.34462,2013,4,1,108872,98262,10610,Multifamily Housing,86,30.2,29.6,2605528,2554486,84.6,82.9,748677,2554487,0,0,0,6.8,0.1,Compliant
NonResidential,47.57984,-122.38577,2011,1,1,59800,59800,0,Supermarket/Grocery Store,70,237.1,233.1,14178312,13936619,503.4,499.2,2548600,8695823,52408,5240796,0,301.6,5,Compliant
NonResidential,47.61156,-122.34401,1988,13,1,386321,236995,149326,Office,,57.9,56.5,14285395,13948150,152.8,149.6,3729736,12725859,12223,1222291,0,98.9,0.4,Compliant
Multifamily MR (5-9),47.62194,-122.35972,2013,6,1,21762,21762,0,Multifamily Housing,98,36.8,35.9,1110538,1083844,80.3,78.2,205001,699463,3844,384381,0,22.3,1,Compliant
NonResidential,47.6709,-122.27054,2008,2,1,70292,70292,0,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily MR (5-9),47.59946,-122.30561,2013,6,1,38407,38407,0,Multifamily Housing,,31.9,31.3,1395713,1370341,89.2,87.6,401624,1370341,0,0,0,3.7,0.1,Compliant
NonResidential,47.61449,-122.33956,1975,7,1,90679,55559,35120,Data Center,,1059,1059,63542104,63542104,2965.3,2965.3,18623130,63542120,0,0,0,169.6,3.1,Compliant
Multifamily MR (5-9),47.66925,-122.38115,2013,7,1,51287,51287,0,Multifamily Housing,,57.5,56.5,2892288,2840513,115.3,114.2,462410,1577742,12628,1262771,0,71.3,1.4,Compliant
NonResidential,47.61432,-122.31257,2013,6,1,52000,52000,0,Office,100,18.2,18.1,877589,873155,19.4,19.2,255907,873155,0,0,0,2.3,0,Compliant
Multifamily MR (5-9),47.6763,-122.31756,2013,6,1,84577,84577,0,Multifamily Housing,92,49.1,48.5,1910471,1886146,104,103.3,341682,1165819,7203,720327,0,41.4,0.5,Compliant
Multifamily MR (5-9),47.61441,-122.3457,2013,8,1,53708,53708,0,Multifamily Housing,37,66.1,65.5,6204936,6148248,136.6,135.6,1050153,3583122,25651,2565127,0,145.8,2.7,Compliant
Multifamily LR (1-4),47.65671,-122.36174,2013,4,1,56184,56184,0,Multifamily Housing,100,28.6,28.2,1044838,1030459,63.7,62.9,203689,694986,3355,335473,0,19.7,0.4,Account Requires Verification
Multifamily MR (5-9),47.6042,-122.31918,2013,6,1,31981,31981,0,Multifamily Housing,66,50.1,82.8,1445237,2389330,107.8,199.4,543088,1853016,5363,536314,0,33.4,1,Compliant
Multifamily HR (10+),47.61447,-122.34101,2013,24,1,295754,295754,0,Multifamily Housing,73,38.8,38.4,9539799,9438517,82.7,82.2,1725192,5886355,35522,3552163,0,204.4,0.7,Compliant
Multifamily MR (5-9),47.62265,-122.32616,2013,6,1,24457,24457,0,Multifamily Housing,100,31.3,31.2,961763,958007,69.7,69.5,188823,644263,3137,313744,0,18.4,0.8,Compliant
Multifamily MR (5-9),47.61506,-122.31315,2013,6,1,51424,25504,25920,Multifamily Housing,96,34.6,34.6,1781487,1781487,81.8,81.8,391498,1335790,4457,445697,0,27.2,1.1,Account Requires Verification
Multifamily MR (5-9),47.70305,-122.35629,2013,5,3,259493,198202,61291,Multifamily Housing,100,30.1,29.9,5964142,5934600,60.9,60.7,971249,3313902,26207,2620698,0,148,0.7,Compliant
NonResidential,47.63449,-122.37661,2013,3,1,105061,76844,28217,Office,99,17.9,18,1495532,1499679,50.1,50.3,439531,1499679,0,0,0,4,0.1,Account Requires Verification
Multifamily MR (5-9),47.56709,-122.36488,2013,6,1,227672,227672,0,Multifamily Housing,95,25.8,25.4,5155359,5085594,71.4,70.5,1465444,5000095,855,85499,0,17.9,0.1,Compliant
NonResidential,47.59666,-122.31253,2013,3,1,62662,47673,14989,Office,55,63.8,62.8,3000206,2952607,176.6,173.8,848867,2896333,563,56274,0,10.7,0.2,Compliant
Multifamily LR (1-4),47.65701,-122.34269,2013,4,1,28200,23660,4540,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
NonResidential,47.65448,-122.31446,2013,3,1,29935,29935,0,College/University,,126.5,123.7,1138192,1113279,354.1,346.4,326283,1113279,0,0,0,3,0.1,Compliant
Multifamily LR (1-4),47.67758,-122.37702,2013,4,1,83999,83999,0,Multifamily Housing,94,29.9,29.7,2507480,2496136,60.6,60.4,410876,1401910,10942,1094226,0,61.9,0.7,Compliant
Multifamily LR (1-4),47.68757,-122.37651,2013,4,1,45159,45159,0,Multifamily Housing,99,25,24.8,1100688,1092546,70,69.5,320207,1092546,0,0,0,2.9,0.1,Compliant
NonResidential,47.66629,-122.3826,2013,4,1,62381,29476,32905,Hotel,65,71.4,71.4,4300628,4300628,199.9,199.9,1260442,4300628,0,0,0,11.5,0.4,Compliant
Multifamily LR (1-4),47.70656,-122.35521,2013,4,1,49970,49970,0,Multifamily Housing,73,32.5,32.4,1215485,1212816,91,90.8,355456,1212816,0,0,0,3.2,0.1,Compliant
